Name	PrecentFrequency	ApproximateNumber	Rank
POLLARD	0.014	34,818	866
HOOPER	0.014	34,818	867
BURCH	0.014	34,818	868
MULLEN	0.014	34,818	869
FRY	0.014	34,818	870
RIDDLE	0.014	34,818	871
LEVY	0.014	34,818	872
DAVID	0.014	34,818	873
DUKE	0.014	34,818	874
ODONNELL	0.014	34,818	875
GUY	0.014	34,818	876
MICHAEL	0.014	34,818	877
BRITT	0.014	34,818	878
FREDERICK	0.014	34,818	879
DAUGHERTY	0.014	34,818	880
BERGER	0.014	34,818	881
DILLARD	0.014	34,818	882
ALSTON	0.014	34,818	883
JARVIS	0.014	34,818	884
FRYE	0.014	34,818	885
RIGGS	0.014	34,818	886
CHANEY	0.014	34,818	887
ODOM	0.013	32,331	888
DUFFY	0.013	32,331	889
FITZPATRICK	0.013	32,331	890
VALENZUELA	0.013	32,331	891
MERRILL	0.013	32,331	892
MAYER	0.013	32,331	893
ALFORD	0.013	32,331	894
MCPHERSON	0.013	32,331	895
ACEVEDO	0.013	32,331	896
DONOVAN	0.013	32,331	897
BARRERA	0.013	32,331	898
ALBERT	0.013	32,331	899
COTE	0.013	32,331	900
REILLY	0.013	32,331	901
COMPTON	0.013	32,331	902
RAYMOND	0.013	32,331	903
MOONEY	0.013	32,331	904
MCGOWAN	0.013	32,331	905
CRAFT	0.013	32,331	906
CLEVELAND	0.013	32,331	907
CLEMONS	0.013	32,331	908
WYNN	0.013	32,331	909
NIELSEN	0.013	32,331	910
BAIRD	0.013	32,331	911
STANTON	0.013	32,331	912
SNIDER	0.013	32,331	913
ROSALES	0.013	32,331	914
BRIGHT	0.013	32,331	915
WITT	0.013	32,331	916
STUART	0.013	32,331	917
HAYS	0.013	32,331	918
HOLDEN	0.013	32,331	919
RUTLEDGE	0.013	32,331	920
KINNEY	0.013	32,331	921
CLEMENTS	0.013	32,331	922
CASTANEDA	0.013	32,331	923
SLATER	0.013	32,331	924
HAHN	0.013	32,331	925
EMERSON	0.013	32,331	926
CONRAD	0.013	32,331	927
BURKS	0.013	32,331	928
DELANEY	0.013	32,331	929
PATE	0.013	32,331	930
LANCASTER	0.013	32,331	931
SWEET	0.013	32,331	932
JUSTICE	0.013	32,331	933
TYSON	0.013	32,331	934
SHARPE	0.013	32,331	935
WHITFIELD	0.013	32,331	936
TALLEY	0.013	32,331	937
MACIAS	0.013	32,331	938
IRWIN	0.013	32,331	939
BURRIS	0.013	32,331	940
RATLIFF	0.013	32,331	941
MCCRAY	0.013	32,331	942
MADDEN	0.013	32,331	943
KAUFMAN	0.013	32,331	944
BEACH	0.013	32,331	945
GOFF	0.013	32,331	946
CASH	0.013	32,331	947
BOLTON	0.013	32,331	948
MCFADDEN	0.013	32,331	949
LEVINE	0.013	32,331	950
GOOD	0.013	32,331	951
BYERS	0.013	32,331	952
KIRKLAND	0.013	32,331	953
KIDD	0.013	32,331	954
WORKMAN	0.013	32,331	955
CARNEY	0.013	32,331	956
DALE	0.013	32,331	957
MCLEOD	0.013	32,331	958
HOLCOMB	0.013	32,331	959
ENGLAND	0.013	32,331	960
FINCH	0.013	32,331	961
HEAD	0.012	29,844	962
BURT	0.012	29,844	963
HENDRIX	0.012	29,844	964
SOSA	0.012	29,844	965
HANEY	0.012	29,844	966
FRANKS	0.012	29,844	967
SARGENT	0.012	29,844	968
NIEVES	0.012	29,844	969
DOWNS	0.012	29,844	970
RASMUSSEN	0.012	29,844	971
BIRD	0.012	29,844	972
HEWITT	0.012	29,844	973
LINDSAY	0.012	29,844	974
LE	0.012	29,844	975
FOREMAN	0.012	29,844	976
VALENCIA	0.012	29,844	977
ONEIL	0.012	29,844	978
DELACRUZ	0.012	29,844	979
VINSON	0.012	29,844	980
DEJESUS	0.012	29,844	981
HYDE	0.012	29,844	982
FORBES	0.012	29,844	983
GILLIAM	0.012	29,844	984
GUTHRIE	0.012	29,844	985
WOOTEN	0.012	29,844	986
HUBER	0.012	29,844	987
BARLOW	0.012	29,844	988
BOYLE	0.012	29,844	989
MCMAHON	0.012	29,844	990
BUCKNER	0.012	29,844	991
ROCHA	0.012	29,844	992
PUCKETT	0.012	29,844	993
LANGLEY	0.012	29,844	994
KNOWLES	0.012	29,844	995
COOKE	0.012	29,844	996
VELAZQUEZ	0.012	29,844	997
WHITLEY	0.012	29,844	998
NOEL	0.012	29,844	999
VANG	0.012	29,844	1000
SHEA	0.012	29,844	1001
ROUSE	0.012	29,844	1002
HARTLEY	0.012	29,844	1003
MAYFIELD	0.012	29,844	1004
ELDER	0.012	29,844	1005
RANKIN	0.012	29,844	1006
HANNA	0.012	29,844	1007
COWAN	0.012	29,844	1008
LUCERO	0.012	29,844	1009
ARROYO	0.012	29,844	1010
SLAUGHTER	0.012	29,844	1011
HAAS	0.012	29,844	1012
OCONNELL	0.012	29,844	1013
MINOR	0.012	29,844	1014
KENDRICK	0.012	29,844	1015
SHIRLEY	0.012	29,844	1016
KENDALL	0.012	29,844	1017
BOUCHER	0.012	29,844	1018
ARCHER	0.012	29,844	1019
BOGGS	0.012	29,844	1020
ODELL	0.012	29,844	1021
DOUGHERTY	0.012	29,844	1022
ANDERSEN	0.012	29,844	1023
NEWELL	0.012	29,844	1024
CROWE	0.012	29,844	1025
WANG	0.012	29,844	1026
FRIEDMAN	0.012	29,844	1027
BLAND	0.012	29,844	1028
SWAIN	0.012	29,844	1029
HOLLEY	0.012	29,844	1030
FELIX	0.012	29,844	1031
PEARCE	0.012	29,844	1032
CHILDS	0.012	29,844	1033
YARBROUGH	0.012	29,844	1034
GALVAN	0.012	29,844	1035
PROCTOR	0.012	29,844	1036
MEEKS	0.012	29,844	1037
LOZANO	0.012	29,844	1038
MORA	0.012	29,844	1039
RANGEL	0.012	29,844	1040
BACON	0.012	29,844	1041
VILLANUEVA	0.012	29,844	1042
SCHAEFER	0.012	29,844	1043
ROSADO	0.012	29,844	1044
HELMS	0.012	29,844	1045
BOYCE	0.012	29,844	1046
GOSS	0.012	29,844	1047
STINSON	0.011	27,357	1048
SMART	0.011	27,357	1049
LAKE	0.011	27,357	1050
IBARRA	0.011	27,357	1051
HUTCHINS	0.011	27,357	1052
COVINGTON	0.011	27,357	1053
REYNA	0.011	27,357	1054
GREGG	0.011	27,357	1055
WERNER	0.011	27,357	1056
CROWLEY	0.011	27,357	1057
HATCHER	0.011	27,357	1058
MACKEY	0.011	27,357	1059
BUNCH	0.011	27,357	1060
WOMACK	0.011	27,357	1061
POLK	0.011	27,357	1062
JAMISON	0.011	27,357	1063
DODD	0.011	27,357	1064
CHILDRESS	0.011	27,357	1065
CHILDERS	0.011	27,357	1066
CAMP	0.011	27,357	1067
VILLA	0.011	27,357	1068
DYE	0.011	27,357	1069
SPRINGER	0.011	27,357	1070
MAHONEY	0.011	27,357	1071
DAILEY	0.011	27,357	1072
BELCHER	0.011	27,357	1073
LOCKHART	0.011	27,357	1074
GRIGGS	0.011	27,357	1075
COSTA	0.011	27,357	1076
CONNOR	0.011	27,357	1077
BRANDT	0.011	27,357	1078
WINTER	0.011	27,357	1079
WALDEN	0.011	27,357	1080
MOSER	0.011	27,357	1081
TRACY	0.011	27,357	1082
TATUM	0.011	27,357	1083
MCCANN	0.011	27,357	1084
AKERS	0.011	27,357	1085
LUTZ	0.011	27,357	1086
PRYOR	0.011	27,357	1087
LAW	0.011	27,357	1088
OROZCO	0.011	27,357	1089
MCALLISTER	0.011	27,357	1090
LUGO	0.011	27,357	1091
DAVIES	0.011	27,357	1092
SHOEMAKER	0.011	27,357	1093
MADISON	0.011	27,357	1094
RUTHERFORD	0.011	27,357	1095
NEWSOME	0.011	27,357	1096
MAGEE	0.011	27,357	1097
CHAMBERLAIN	0.011	27,357	1098
BLANTON	0.011	27,357	1099
SIMMS	0.011	27,357	1100
GODFREY	0.011	27,357	1101
FLANAGAN	0.011	27,357	1102
CRUM	0.011	27,357	1103
CORDOVA	0.011	27,357	1104
ESCOBAR	0.011	27,357	1105
DOWNING	0.011	27,357	1106
SINCLAIR	0.011	27,357	1107
DONAHUE	0.011	27,357	1108
KRUEGER	0.011	27,357	1109
MCGINNIS	0.011	27,357	1110
GORE	0.011	27,357	1111
FARRIS	0.011	27,357	1112
WEBBER	0.011	27,357	1113
CORBETT	0.011	27,357	1114
ANDRADE	0.011	27,357	1115
STARR	0.011	27,357	1116
LYON	0.011	27,357	1117
YODER	0.011	27,357	1118
HASTINGS	0.011	27,357	1119
MCGRATH	0.011	27,357	1120
SPIVEY	0.011	27,357	1121
KRAUSE	0.011	27,357	1122
HARDEN	0.011	27,357	1123
CRABTREE	0.011	27,357	1124
KIRKPATRICK	0.011	27,357	1125
HOLLIS	0.011	27,357	1126
BRANDON	0.011	27,357	1127
ARRINGTON	0.011	27,357	1128
ERVIN	0.011	27,357	1129
CLIFTON	0.011	27,357	1130
RITTER	0.011	27,357	1131
MCGHEE	0.011	27,357	1132
BOLDEN	0.011	27,357	1133
MALONEY	0.011	27,357	1134
GAGNON	0.011	27,357	1135
DUNBAR	0.011	27,357	1136
PONCE	0.011	27,357	1137
PIKE	0.011	27,357	1138
MAYES	0.011	27,357	1139
HEARD	0.011	27,357	1140
BEATTY	0.011	27,357	1141
MOBLEY	0.011	27,357	1142
KIMBALL	0.011	27,357	1143
BUTTS	0.011	27,357	1144
MONTES	0.011	27,357	1145
HERBERT	0.011	27,357	1146
GRADY	0.011	27,357	1147
ELDRIDGE	0.011	27,357	1148
BRAUN	0.011	27,357	1149
HAMM	0.011	27,357	1150
GIBBONS	0.011	27,357	1151
SEYMOUR	0.011	27,357	1152
MOYER	0.011	27,357	1153
MANLEY	0.011	27,357	1154
HERRON	0.011	27,357	1155
PLUMMER	0.011	27,357	1156
ELMORE	0.011	27,357	1157
CRAMER	0.011	27,357	1158
GARY	0.011	27,357	1159
RUCKER	0.011	27,357	1160
HILTON	0.011	27,357	1161
BLUE	0.011	27,357	1162
PIERSON	0.011	27,357	1163
FONTENOT	0.011	27,357	1164
FIELD	0.011	27,357	1165
RUBIO	0.011	27,357	1166
GRACE	0.011	27,357	1167
GOLDSTEIN	0.011	27,357	1168
ELKINS	0.011	27,357	1169
WILLS	0.01	24,870	1170
NOVAK	0.01	24,870	1171
JOHN	0.01	24,870	1172
HICKEY	0.01	24,870	1173
WORLEY	0.01	24,870	1174
GORMAN	0.01	24,870	1175
KATZ	0.01	24,870	1176
DICKINSON	0.01	24,870	1177
BROUSSARD	0.01	24,870	1178
FRITZ	0.01	24,870	1179
WOODRUFF	0.01	24,870	1180
CROW	0.01	24,870	1181
CHRISTOPHER	0.01	24,870	1182
BRITTON	0.01	24,870	1183
FORREST	0.01	24,870	1184
NANCE	0.01	24,870	1185
LEHMAN	0.01	24,870	1186
BINGHAM	0.01	24,870	1187
ZUNIGA	0.01	24,870	1188
WHALEY	0.01	24,870	1189
SHAFER	0.01	24,870	1190
COFFMAN	0.01	24,870	1191
STEWARD	0.01	24,870	1192
DELAROSA	0.01	24,870	1193
NIX	0.01	24,870	1194
NEELY	0.01	24,870	1195
NUMBERS	0.01	24,870	1196
MATA	0.01	24,870	1197
MANUEL	0.01	24,870	1198
DAVILA	0.01	24,870	1199
MCCABE	0.01	24,870	1200
KESSLER	0.01	24,870	1201
EMERY	0.01	24,870	1202
BOWLING	0.01	24,870	1203
HINKLE	0.01	24,870	1204
WELSH	0.01	24,870	1205
PAGAN	0.01	24,870	1206
GOLDBERG	0.01	24,870	1207
GOINS	0.01	24,870	1208
CROUCH	0.01	24,870	1209
CUEVAS	0.01	24,870	1210
QUINONES	0.01	24,870	1211
MCDERMOTT	0.01	24,870	1212
HENDRICKSON	0.01	24,870	1213
SAMUELS	0.01	24,870	1214
DENTON	0.01	24,870	1215
BERGERON	0.01	24,870	1216
LAM	0.01	24,870	1217
IVEY	0.01	24,870	1218
LOCKE	0.01	24,870	1219
HAINES	0.01	24,870	1220
THURMAN	0.01	24,870	1221
SNELL	0.01	24,870	1222
HOSKINS	0.01	24,870	1223
BYRNE	0.01	24,870	1224
MILTON	0.01	24,870	1225
WINSTON	0.01	24,870	1226
ARTHUR	0.01	24,870	1227
ARIAS	0.01	24,870	1228
STANFORD	0.01	24,870	1229
ROE	0.01	24,870	1230
CORBIN	0.01	24,870	1231
BELTRAN	0.01	24,870	1232
CHAPPELL	0.01	24,870	1233
HURT	0.01	24,870	1234
DOWNEY	0.01	24,870	1235
DOOLEY	0.01	24,870	1236
TUTTLE	0.01	24,870	1237
COUCH	0.01	24,870	1238
PAYTON	0.01	24,870	1239
MCELROY	0.01	24,870	1240
CROCKETT	0.01	24,870	1241
GROVES	0.01	24,870	1242
CLEMENT	0.01	24,870	1243
LESLIE	0.01	24,870	1244
CARTWRIGHT	0.01	24,870	1245
DICKEY	0.01	24,870	1246
MCGILL	0.01	24,870	1247
DUBOIS	0.01	24,870	1248
MUNIZ	0.01	24,870	1249
ERWIN	0.01	24,870	1250
SELF	0.01	24,870	1251
TOLBERT	0.01	24,870	1252
DEMPSEY	0.01	24,870	1253
CISNEROS	0.01	24,870	1254
SEWELL	0.01	24,870	1255
LATHAM	0.01	24,870	1256
GARLAND	0.01	24,870	1257
VIGIL	0.01	24,870	1258
TAPIA	0.01	24,870	1259
STERLING	0.01	24,870	1260
RAINEY	0.01	24,870	1261
NORWOOD	0.01	24,870	1262
LACY	0.01	24,870	1263
STROUD	0.01	24,870	1264
MEADE	0.01	24,870	1265
AMOS	0.01	24,870	1266
TIPTON	0.01	24,870	1267
LORD	0.01	24,870	1268
KUHN	0.01	24,870	1269
HILLIARD	0.01	24,870	1270
BONILLA	0.01	24,870	1271
TEAGUE	0.01	24,870	1272
COURTNEY	0.01	24,870	1273
GUNN	0.01	24,870	1274
HO	0.01	24,870	1275
GREENWOOD	0.01	24,870	1276
CORREA	0.01	24,870	1277
REECE	0.01	24,870	1278
WESTON	0.01	24,870	1279
POE	0.01	24,870	1280
TRENT	0.01	24,870	1281
PINEDA	0.01	24,870	1282
PHIPPS	0.01	24,870	1283
FREY	0.01	24,870	1284
KAISER	0.01	24,870	1285
AMES	0.01	24,870	1286
PAIGE	0.01	24,870	1287
GUNTER	0.01	24,870	1288
SCHMITT	0.01	24,870	1289
MILLIGAN	0.01	24,870	1290
ESPINOSA	0.01	24,870	1291
CARLTON	0.01	24,870	1292
BOWDEN	0.01	24,870	1293
VICKERS	0.01	24,870	1294
LOWRY	0.01	24,870	1295
PRITCHARD	0.01	24,870	1296
COSTELLO	0.01	24,870	1297
PIPER	0.009	22,383	1298
MCCLELLAN	0.009	22,383	1299
LOVELL	0.009	22,383	1300
DREW	0.009	22,383	1301
SHEEHAN	0.009	22,383	1302
QUICK	0.009	22,383	1303
HATCH	0.009	22,383	1304
DOBSON	0.009	22,383	1305
SINGH	0.009	22,383	1306
JEFFRIES	0.009	22,383	1307
HOLLINGSWORTH	0.009	22,383	1308
SORENSEN	0.009	22,383	1309
MEZA	0.009	22,383	1310
FINK	0.009	22,383	1311
DONNELLY	0.009	22,383	1312
BURRELL	0.009	22,383	1313
BRUNO	0.009	22,383	1314
TOMLINSON	0.009	22,383	1315
COLBERT	0.009	22,383	1316
BILLINGS	0.009	22,383	1317
RITCHIE	0.009	22,383	1318
HELTON	0.009	22,383	1319
SUTHERLAND	0.009	22,383	1320
PEOPLES	0.009	22,383	1321
MCQUEEN	0.009	22,383	1322
GASTON	0.009	22,383	1323
THOMASON	0.009	22,383	1324
MCKINLEY	0.009	22,383	1325
GIVENS	0.009	22,383	1326
CROCKER	0.009	22,383	1327
VOGEL	0.009	22,383	1328
ROBISON	0.009	22,383	1329
DUNHAM	0.009	22,383	1330
COKER	0.009	22,383	1331
SWARTZ	0.009	22,383	1332
KEYS	0.009	22,383	1333
LILLY	0.009	22,383	1334
LADNER	0.009	22,383	1335
HANNAH	0.009	22,383	1336
WILLARD	0.009	22,383	1337
RICHTER	0.009	22,383	1338
HARGROVE	0.009	22,383	1339
EDMONDS	0.009	22,383	1340
BRANTLEY	0.009	22,383	1341
ALBRIGHT	0.009	22,383	1342
MURDOCK	0.009	22,383	1343
BOSWELL	0.009	22,383	1344
MULLER	0.009	22,383	1345
QUINTERO	0.009	22,383	1346
PADGETT	0.009	22,383	1347
KENNEY	0.009	22,383	1348
DALY	0.009	22,383	1349
CONNOLLY	0.009	22,383	1350
PIERRE	0.009	22,383	1351
INMAN	0.009	22,383	1352
QUINTANA	0.009	22,383	1353
LUND	0.009	22,383	1354
BARNARD	0.009	22,383	1355
VILLEGAS	0.009	22,383	1356
SIMONS	0.009	22,383	1357
LAND	0.009	22,383	1358
HUGGINS	0.009	22,383	1359
TIDWELL	0.009	22,383	1360
SANDERSON	0.009	22,383	1361
BULLARD	0.009	22,383	1362
MCCLENDON	0.009	22,383	1363
DUARTE	0.009	22,383	1364
DRAPER	0.009	22,383	1365
MEREDITH	0.009	22,383	1366
MARRERO	0.009	22,383	1367
DWYER	0.009	22,383	1368
ABRAMS	0.009	22,383	1369
STOVER	0.009	22,383	1370
GOODE	0.009	22,383	1371
FRASER	0.009	22,383	1372
CREWS	0.009	22,383	1373
BERNAL	0.009	22,383	1374
SMILEY	0.009	22,383	1375
GODWIN	0.009	22,383	1376
FISH	0.009	22,383	1377
CONKLIN	0.009	22,383	1378
MCNEAL	0.009	22,383	1379
BACA	0.009	22,383	1380
ESPARZA	0.009	22,383	1381
CROWDER	0.009	22,383	1382
BOWER	0.009	22,383	1383
NICHOLAS	0.009	22,383	1384
CHUNG	0.009	22,383	1385
BREWSTER	0.009	22,383	1386
MCNEILL	0.009	22,383	1387
DICK	0.009	22,383	1388
RODRIGUES	0.009	22,383	1389
LEAL	0.009	22,383	1390
COATES	0.009	22,383	1391
RAINES	0.009	22,383	1392
MCCAIN	0.009	22,383	1393
MCCORD	0.009	22,383	1394
MINER	0.009	22,383	1395
HOLBROOK	0.009	22,383	1396
SWIFT	0.009	22,383	1397
DUKES	0.009	22,383	1398
CARLISLE	0.009	22,383	1399
ALDRIDGE	0.009	22,383	1400
ACKERMAN	0.009	22,383	1401
STARKS	0.009	22,383	1402
RICKS	0.009	22,383	1403
HOLLIDAY	0.009	22,383	1404
FERRIS	0.009	22,383	1405
HAIRSTON	0.009	22,383	1406
SHEFFIELD	0.009	22,383	1407
LANGE	0.009	22,383	1408
FOUNTAIN	0.009	22,383	1409
MARINO	0.009	22,383	1410
DOSS	0.009	22,383	1411
BETTS	0.009	22,383	1412
KAPLAN	0.009	22,383	1413
CARMICHAEL	0.009	22,383	1414
BLOOM	0.009	22,383	1415
RUFFIN	0.009	22,383	1416
PENN	0.009	22,383	1417
KERN	0.009	22,383	1418
BOWLES	0.009	22,383	1419
SIZEMORE	0.009	22,383	1420
LARKIN	0.009	22,383	1421
DUPREE	0.009	22,383	1422
JEWELL	0.009	22,383	1423
SILVER	0.009	22,383	1424
SEALS	0.009	22,383	1425
METCALF	0.009	22,383	1426
HUTCHISON	0.009	22,383	1427
HENLEY	0.009	22,383	1428
FARR	0.009	22,383	1429
CASTLE	0.009	22,383	1430
MCCAULEY	0.009	22,383	1431
HANKINS	0.009	22,383	1432
GUSTAFSON	0.009	22,383	1433
DEAL	0.009	22,383	1434
CURRAN	0.009	22,383	1435
ASH	0.009	22,383	1436
WADDELL	0.009	22,383	1437
RAMEY	0.009	22,383	1438
CATES	0.009	22,383	1439
POLLOCK	0.009	22,383	1440
MAJOR	0.009	22,383	1441
IRVIN	0.009	22,383	1442
CUMMINS	0.009	22,383	1443
MESSER	0.009	22,383	1444
HELLER	0.009	22,383	1445
DEWITT	0.009	22,383	1446
LIN	0.009	22,383	1447
FUNK	0.009	22,383	1448
CORNETT	0.009	22,383	1449
PALACIOS	0.009	22,383	1450
GALINDO	0.009	22,383	1451
CANO	0.009	22,383	1452
HATHAWAY	0.009	22,383	1453
SINGER	0.008	19,896	1454
PHAM	0.008	19,896	1455
ENRIQUEZ	0.008	19,896	1456
AARON	0.008	19,896	1457
SALGADO	0.008	19,896	1458
PELLETIER	0.008	19,896	1459
PAINTER	0.008	19,896	1460
WISEMAN	0.008	19,896	1461
BLOUNT	0.008	19,896	1462
HAND	0.008	19,896	1463
FELICIANO	0.008	19,896	1464
TEMPLE	0.008	19,896	1465
HOUSER	0.008	19,896	1466
DOHERTY	0.008	19,896	1467
MEAD	0.008	19,896	1468
MCGRAW	0.008	19,896	1469
TONEY	0.008	19,896	1470
SWAN	0.008	19,896	1471
MELVIN	0.008	19,896	1472
CAPPS	0.008	19,896	1473
BLANCO	0.008	19,896	1474
BLACKMON	0.008	19,896	1475
WESLEY	0.008	19,896	1476
THOMSON	0.008	19,896	1477
MCMANUS	0.008	19,896	1478
FAIR	0.008	19,896	1479
BURKETT	0.008	19,896	1480
POST	0.008	19,896	1481
GLEASON	0.008	19,896	1482
RUDOLPH	0.008	19,896	1483
OTT	0.008	19,896	1484
DICKENS	0.008	19,896	1485
CORMIER	0.008	19,896	1486
VOSS	0.008	19,896	1487
RUSHING	0.008	19,896	1488
ROSENBERG	0.008	19,896	1489
HURD	0.008	19,896	1490
DUMAS	0.008	19,896	1491
BENITEZ	0.008	19,896	1492
ARELLANO	0.008	19,896	1493
STORY	0.008	19,896	1494
MARIN	0.008	19,896	1495
CAUDILL	0.008	19,896	1496
BRAGG	0.008	19,896	1497
JARAMILLO	0.008	19,896	1498
HUERTA	0.008	19,896	1499
GIPSON	0.008	19,896	1500
COLVIN	0.008	19,896	1501
BIGGS	0.008	19,896	1502
VELA	0.008	19,896	1503
PLATT	0.008	19,896	1504
CASSIDY	0.008	19,896	1505
TOMPKINS	0.008	19,896	1506
MCCOLLUM	0.008	19,896	1507
KAY	0.008	19,896	1508
GABRIEL	0.008	19,896	1509
DOLAN	0.008	19,896	1510
DALEY	0.008	19,896	1511
CRUMP	0.008	19,896	1512
STREET	0.008	19,896	1513
SNEED	0.008	19,896	1514
KILGORE	0.008	19,896	1515
GROVE	0.008	19,896	1516
GRIMM	0.008	19,896	1517
DAVISON	0.008	19,896	1518
BRUNSON	0.008	19,896	1519
PRATER	0.008	19,896	1520
MARCUM	0.008	19,896	1521
DEVINE	0.008	19,896	1522
KYLE	0.008	19,896	1523
DODGE	0.008	19,896	1524
STRATTON	0.008	19,896	1525
ROSAS	0.008	19,896	1526
CHOI	0.008	19,896	1527
TRIPP	0.008	19,896	1528
LEDBETTER	0.008	19,896	1529
LAY	0.008	19,896	1530
HIGHTOWER	0.008	19,896	1531
HAYWOOD	0.008	19,896	1532
FELDMAN	0.008	19,896	1533
EPPS	0.008	19,896	1534
YEAGER	0.008	19,896	1535
POSEY	0.008	19,896	1536
SYLVESTER	0.008	19,896	1537
SCRUGGS	0.008	19,896	1538
COPE	0.008	19,896	1539
STUBBS	0.008	19,896	1540
RICHEY	0.008	19,896	1541
OVERTON	0.008	19,896	1542
TROTTER	0.008	19,896	1543
SPRAGUE	0.008	19,896	1544
CORDERO	0.008	19,896	1545
BUTCHER	0.008	19,896	1546
BURGER	0.008	19,896	1547
STILES	0.008	19,896	1548
BURGOS	0.008	19,896	1549
WOODSON	0.008	19,896	1550
HORNER	0.008	19,896	1551
BASSETT	0.008	19,896	1552
PURCELL	0.008	19,896	1553
HASKINS	0.008	19,896	1554
GEE	0.008	19,896	1555
AKINS	0.008	19,896	1556
ABRAHAM	0.008	19,896	1557
HOYT	0.008	19,896	1558
ZIEGLER	0.008	19,896	1559
SPAULDING	0.008	19,896	1560
HADLEY	0.008	19,896	1561
GRUBBS	0.008	19,896	1562
SUMNER	0.008	19,896	1563
MURILLO	0.008	19,896	1564
ZAVALA	0.008	19,896	1565
SHOOK	0.008	19,896	1566
LOCKWOOD	0.008	19,896	1567
JARRETT	0.008	19,896	1568
DRISCOLL	0.008	19,896	1569
DAHL	0.008	19,896	1570
THORPE	0.008	19,896	1571
SHERIDAN	0.008	19,896	1572
REDMOND	0.008	19,896	1573
PUTNAM	0.008	19,896	1574
MCWILLIAMS	0.008	19,896	1575
MCRAE	0.008	19,896	1576
CORNELL	0.008	19,896	1577
FELTON	0.008	19,896	1578
ROMANO	0.008	19,896	1579
JOINER	0.008	19,896	1580
SADLER	0.008	19,896	1581
HEDRICK	0.008	19,896	1582
HAGER	0.008	19,896	1583
HAGEN	0.008	19,896	1584
FITCH	0.008	19,896	1585
COULTER	0.008	19,896	1586
THACKER	0.008	19,896	1587
MANSFIELD	0.008	19,896	1588
LANGSTON	0.008	19,896	1589
GUIDRY	0.008	19,896	1590
FERREIRA	0.008	19,896	1591
CORLEY	0.008	19,896	1592
CONN	0.008	19,896	1593
ROSSI	0.008	19,896	1594
LACKEY	0.008	19,896	1595
CODY	0.008	19,896	1596
BAEZ	0.008	19,896	1597
SAENZ	0.008	19,896	1598
MCNAMARA	0.008	19,896	1599
DARNELL	0.008	19,896	1600
MICHEL	0.008	19,896	1601
MCMULLEN	0.008	19,896	1602
MCKENNA	0.008	19,896	1603
MCDONOUGH	0.008	19,896	1604
LINK	0.008	19,896	1605
ENGEL	0.008	19,896	1606
BROWNE	0.008	19,896	1607
ROPER	0.008	19,896	1608
PEACOCK	0.008	19,896	1609
EUBANKS	0.008	19,896	1610
DRUMMOND	0.008	19,896	1611
STRINGER	0.008	19,896	1612
PRITCHETT	0.008	19,896	1613
PARHAM	0.008	19,896	1614
MIMS	0.008	19,896	1615
LANDERS	0.008	19,896	1616
HAM	0.008	19,896	1617
GRAYSON	0.008	19,896	1618
STACY	0.008	19,896	1619
SCHAFER	0.008	19,896	1620
EGAN	0.008	19,896	1621
TIMMONS	0.008	19,896	1622
OHARA	0.008	19,896	1623
KEEN	0.008	19,896	1624
HAMLIN	0.008	19,896	1625
FINN	0.008	19,896	1626
CORTES	0.008	19,896	1627
MCNAIR	0.008	19,896	1628
LOUIS	0.008	19,896	1629
CLIFFORD	0.008	19,896	1630
NADEAU	0.008	19,896	1631
MOSELEY	0.008	19,896	1632
MICHAUD	0.008	19,896	1633
ROSEN	0.008	19,896	1634
OAKES	0.008	19,896	1635
KURTZ	0.008	19,896	1636
JEFFERS	0.008	19,896	1637
CALLOWAY	0.008	19,896	1638
BEAL	0.008	19,896	1639
BAUTISTA	0.008	19,896	1640
WINN	0.008	19,896	1641
SUGGS	0.008	19,896	1642
STERN	0.008	19,896	1643
STAPLETON	0.008	19,896	1644
LYLES	0.008	19,896	1645
LAIRD	0.008	19,896	1646
MONTANO	0.008	19,896	1647
DIAMOND	0.008	19,896	1648
DAWKINS	0.008	19,896	1649
ROLAND	0.008	19,896	1650
HAGAN	0.008	19,896	1651
GOLDMAN	0.008	19,896	1652
BRYSON	0.008	19,896	1653
BARAJAS	0.008	19,896	1654
LOVETT	0.008	19,896	1655
SEGURA	0.008	19,896	1656
METZ	0.008	19,896	1657
LOCKETT	0.008	19,896	1658
LANGFORD	0.008	19,896	1659
HINSON	0.008	19,896	1660
EASTMAN	0.008	19,896	1661
ROCK	0.008	19,896	1662
HOOKS	0.008	19,896	1663
WOODY	0.007	17,409	1664
SMALLWOOD	0.007	17,409	1665
SHAPIRO	0.007	17,409	1666
CROWELL	0.007	17,409	1667
WHALEN	0.007	17,409	1668
TRIPLETT	0.007	17,409	1669
HOOKER	0.007	17,409	1670
CHATMAN	0.007	17,409	1671
ALDRICH	0.007	17,409	1672
CAHILL	0.007	17,409	1673
YOUNGBLOOD	0.007	17,409	1674
YBARRA	0.007	17,409	1675
STALLINGS	0.007	17,409	1676
SHEETS	0.007	17,409	1677
SAMUEL	0.007	17,409	1678
REEDER	0.007	17,409	1679
PERSON	0.007	17,409	1680
PACK	0.007	17,409	1681
LACEY	0.007	17,409	1682
CONNELLY	0.007	17,409	1683
BATEMAN	0.007	17,409	1684
ABERNATHY	0.007	17,409	1685
WINKLER	0.007	17,409	1686
WILKES	0.007	17,409	1687
MASTERS	0.007	17,409	1688
